district_id,Region,Class,Latitude,Longitude,total_pop,pop_0_14,pop_15_64,pop_65plus,child_pop_pct,poverty_incidence,poverty_intensity,census_uninsured_pct,illiterate_pct,employed_pct,imm_bcg_pct,imm_dpt1_pct,imm_dpt2_pct,imm_dpt3_pct,imm_polio1_pct,imm_polio2_pct,imm_polio3_pct,imm_measles_pct,imm_fully_vaccinated_pct,imm_no_vaccination_pct,dpt_dropout_rate,imm_coverage_composite,cm_u5mr,cm_imr,cm_nmr,diarrhea_prev_pct,dhs_no_insurance_women_pct,facility_delivery_pct,women_no_education_pct,women_literate_pct,risk_index_binary,risk_index_binary_rel,idri,lisa_cluster,gi_z,hotspot_flag
"Sekondi Takoradi Metropolitan Area (STMA)- Takoradi, Sekondi & Essikado-Ketan",Western,Metropolitan,4.95328,-1.73308,245382,73755,160556,11071,30.057216910775853,10.1,42.6,20.05729841634676,9.649852067388808,34.71077748164087,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.1235177521595432,NS,-0.42148106449993084,0
Shama,Western,District,5.0606463,-1.64288365568687,117224,42941,69371,4912,36.63157715143657,22.0,44.4,30.40162424076981,20.930014331536203,32.5743874974408,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.3709682680954864,NS,-0.12273627363204981,0
Tarkwa-Nsuaem Municipal,Western,Municipal,5.310935,-1.992426,219109,71959,141700,5450,32.841645025991625,18.2,43.5,28.3826771150432,17.815333920560086,33.78135996239315,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.2683720510576932,NS,0.16380646345581099,0
Wassa Amenfi Central,Western,District,5.7890318,-2.0839856,117999,44080,70412,3507,37.35624878176934,37.6,43.0,47.02327985830389,34.11469588725328,33.496046576665904,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.4900484598654736,NS,-0.0007809119852626355,0
Wassa Amenfi East Municipal,Western,Municipal,5.87660585,-1.98975398510416,179696,61589,113067,5040,34.273996082272284,35.5,44.4,45.96652123586502,32.21385005787552,30.83819339328644,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.5021140193956265,NS,0.07610403177709361,0
Wassa Amenfi West Municipal,Western,Municipal,5.7735167,-2.5321498,131000,46337,80942,3721,35.37175572519084,24.9,42.0,27.83435114503817,29.92595419847328,37.01832061068702,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.2875968699346577,NS,-0.060003535910853896,0
Wassa East,Western,District,5.3622378,-1.62070954561049,99641,37626,57945,4070,37.76156401481318,38.0,42.0,53.395690528999104,31.67370861392399,37.61403438343654,93.2,93.5,91.3,82.8,92.5,86.8,73.6,77.3,62.5,4.5,10.700000000000005,0.8172499999999999,48.0,36.0,25.0,5.75,11.6,84.55,9.7,65.4,1,1,0.449911521943329,NS,0.11749251676400634,0
Aowin Municipal,Western North,Municipal,5.69311555,-2.7557437678514,133257,48296,81457,3504,36.24274897378749,37.1,41.9,33.74982177296502,38.740929181956666,36.275017447488686,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.39272833726662243,NS,0.0008143863890086525,0
Bia East,Western North,District,6.817878,-3.00681786775424,53073,20502,31031,1540,38.62981176869595,32.9,41.5,43.88860625930322,42.62619410999943,37.93454298795998,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.4257023816679905,NS,-0.45172206867635356,0
Bia West,Western North,District,6.56894165,-3.06628883975843,115881,43962,69099,2820,37.93719419059207,24.5,41.3,7.135768590191661,10.34768426230357,33.001958906119214,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.18614908400765423,NS,-0.29943476420554616,0
Bibiani Anhwiaso Bekwai Municipal,Western North,Municipal,6.29602085,-2.23398871855776,167971,59632,102165,6174,35.501366307279234,25.8,41.9,8.897964529591418,13.4892332605033,32.70385959481101,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.202393967196365,NS,-0.053381903823959284,0
Bodi,Western North,District,6.24012575,-2.87347603617418,65748,23783,39785,2180,36.17296343615016,18.6,41.7,37.75628155989536,58.55235140232402,35.479406217679625,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.40555004539428197,NS,0.013384002253570556,0
Juaboso,Western North,District,6.3415722,-2.8235416,88814,31497,54646,2671,35.46400342288378,18.9,42.3,34.311032044497495,44.93323124732587,33.14792712860585,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.37801191521545074,NS,-0.1430340982679772,0
Sefwi Akontombra,Western North,District,6.0425529,-2.8760069,66689,24952,39586,2151,37.41546581895065,24.5,42.2,27.02394697776245,44.27716714900508,37.494939195369554,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.3519324288234831,NS,-0.06047847658591124,0
Sefwi Wiawso Municipal,Western North,Municipal,6.30540429999999,-2.51755838219394,151220,52721,93140,5359,34.863774632985056,33.3,42.4,24.679275228144427,28.078296521624125,34.314244147599524,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.3278668884860381,NS,-0.1944592361909598,0
Suaman,Western North,District,6.10824159999999,-3.00869712063798,38268,12997,24462,809,33.96310233092923,37.5,41.3,58.98923382460541,50.342322567157936,31.833385596320685,97.7,99.1,97.2,94.2,98.1,95.9,94.2,93.9,87.7,0.0,4.899999999999992,0.95,37.0,22.0,13.0,13.0,8.7,88.4,14.0,47.8,0,0,0.51806699280277,NS,0.07456148820378633,0
