district_id,Region,Class,Latitude,Longitude,total_pop,pop_0_14,pop_15_64,pop_65plus,child_pop_pct,poverty_incidence,poverty_intensity,census_uninsured_pct,illiterate_pct,employed_pct,imm_bcg_pct,imm_dpt1_pct,imm_dpt2_pct,imm_dpt3_pct,imm_polio1_pct,imm_polio2_pct,imm_polio3_pct,imm_measles_pct,imm_fully_vaccinated_pct,imm_no_vaccination_pct,dpt_dropout_rate,imm_coverage_composite,cm_u5mr,cm_imr,cm_nmr,diarrhea_prev_pct,dhs_no_insurance_women_pct,facility_delivery_pct,women_no_education_pct,women_literate_pct,risk_index_binary,risk_index_binary_rel,idri,lisa_cluster,gi_z,hotspot_flag,rf_risk_score,xgb_risk_score,shap_top_feature
Awutu Senya West,Central,District,5.61965885,-0.520145612112832,161460,61109,94170,6181,37.84776415211198,22.5,44.5,57.32751145794624,25.300383996036167,34.049919484702095,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.4859202659052448,NS,-0.2759944469969416,0,0.7136,0.91,facility_delivery_pct
Awutu Senya East Municipal,Central,Municipal,5.40379055,-0.518157686947431,236527,79719,150353,6455,33.703974599094394,10.6,42.9,41.96645626080743,10.35146093257852,35.80563741137375,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.2410299831691714,NS,-0.3681273058953004,0,0.6712,0.9153,facility_delivery_pct
Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,Central,Metropolitan,5.1115501,-1.2484127,187365,54760,126333,6272,29.22637632428681,12.9,44.3,27.516345101806632,10.946014463747233,36.06329890854749,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.1925240756705535,NS,-0.0776638460380769,0,0.6909,0.9332,facility_delivery_pct
Effutu Municipal,Central,Municipal,5.38339225,-0.597395635326539,108816,28454,75924,4438,26.14872812821644,21.7,44.2,29.94136891633584,18.5891780620497,25.29039847081312,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.3098698760131091,NS,-0.3393559991064436,0,0.7516,0.9363,facility_delivery_pct
Ekumfi,Central,District,5.28914455,-0.908864632637807,56741,21336,31017,4388,37.60243915334591,31.5,45.6,59.33980719409245,32.58842812075924,30.07877901341181,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.6085313711189646,NS,0.4531542387242664,0,0.7682,0.9438,facility_delivery_pct
Gomoa Central,Central,District,5.47699369999999,-0.589745989100534,82592,30202,47990,4400,36.56770631538164,18.8,44.1,45.725978302983336,21.229659046881054,34.27692754746222,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.3926618678035954,NS,-0.0328261089697632,0,0.7241,0.9185,facility_delivery_pct
Gomoa East,Central,District,5.47699369999999,-0.589745989100534,308697,111167,190148,7382,36.011687836292545,14.4,43.7,44.49962260728157,13.997544517763377,33.017165699699056,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.3423959567595037,NS,-0.1869386728983308,0,0.6624,0.9195,facility_delivery_pct
Gomoa West,Central,District,5.38725545,-0.833638570821268,129512,47701,72710,9101,36.83133609240842,28.3,44.4,50.46791030946939,30.44119463833467,32.18697881277411,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.501020696550204,NS,0.1325913085013728,0,0.7666,0.9435,facility_delivery_pct
Komenda Edina Eguafo Abirem Municipal,Central,Municipal,5.1302015,-1.43995928979516,166017,59835,96741,9441,36.04148972695568,25.1,44.2,45.29777071022847,26.05636772137793,32.01599836161357,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.4449218827604286,NS,-0.0597340267163574,0,0.7768,0.9209,facility_delivery_pct
Mfantsiman Municipal,Central,Municipal,5.27644145,-1.03472089878279,168905,59941,99810,9154,35.48799621088778,24.0,44.8,39.69272668067848,23.384150854030374,31.469169059530504,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.4278129046631035,NS,0.3633967649826393,0,0.77,0.9227,facility_delivery_pct
Twifo Ati Morkwa,Central,District,5.61529845,-1.57822136908747,100851,38334,58482,4035,38.01053038641164,34.1,42.7,44.01443713993912,27.21638853357924,31.43647559270607,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.4587169274845779,NS,0.0796294573767764,0,0.7257,0.9271,facility_delivery_pct
Twifo Heman Lower Denkyira,Central,District,5.49471475,-1.53636464977824,66075,24351,38703,3021,36.85357548240636,32.1,42.4,55.3931138857359,25.881195611048053,34.27771471812334,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.4455814993251064,NS,0.0121906661711053,0,0.7367,0.8972,facility_delivery_pct
Upper Denkyira East Municipal,Central,Municipal,5.83523424999999,-1.73920835777296,110141,39547,66630,3964,35.9057934828992,24.3,43.8,27.902415994044,21.20826940013256,31.53140065915509,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.3557291108823932,NS,0.1741252152459482,0,0.7257,0.9238,facility_delivery_pct
Upper Denkyira West,Central,District,6.10783305,-2.06931071266353,91025,31879,56634,2512,35.02224663553969,24.5,43.6,48.34276297720406,28.16478989288657,36.61851139796759,99.1,100.0,98.2,93.4,100.0,100.0,88.9,85.3,77.8,0.0,6.599999999999994,0.91675,46.0,34.0,14.0,16.25,16.5,82.7,7.4,72.9,1,0,0.3974670839612195,NS,-0.015833231930035,0,0.7377,0.8958,facility_delivery_pct
Abuakwa North Municipal,Eastern,Municipal,6.2336986,-0.382588987736012,76195,24276,46967,4952,31.86035829122645,15.7,42.9,20.35172911608373,14.474703064505546,32.92342017192729,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2004842725792592,LL,-0.9503361344233288,-1,0.7953,0.969,dhs_no_insurance_women_pct
Abuakwa South Municipal,Eastern,Municipal,6.1727705,-0.470361048613095,89051,28375,54803,5873,31.863763461387297,21.1,43.4,21.97504800619869,19.44391416154788,33.186600936541986,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2535883172188278,LL,-0.7930798287271106,-1,0.8636,0.973,dhs_no_insurance_women_pct
Achiase,Eastern,District,5.8354534,-0.9966928,56348,20233,32529,3586,35.90721942216228,29.9,44.6,31.7562291474409,25.70455029459785,30.847589976574145,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.4317263310673484,NS,-0.1515249573352498,0,0.8985,0.9784,dhs_no_insurance_women_pct
Akwapim North Municipal,Eastern,Municipal,5.9014961,-0.14597334325382,105315,31681,66393,7241,30.082134548734743,20.1,43.2,21.467027488961687,14.5268955039643,29.105065755115607,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2414390665746504,LL,-0.7728074410537001,-1,0.8161,0.9732,dhs_no_insurance_women_pct
Akwapim South Municipal,Eastern,Municipal,8.25846,0.508747,76922,23517,49490,3915,30.572528015392216,19.4,43.5,30.65832921660904,15.167312342372794,33.39616754634565,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2529100115871275,NS,-0.5305345646975796,0,0.9108,0.9908,dhs_no_insurance_women_pct
Akyemansa,Eastern,District,6.0815994,-1.11546439579942,91038,33134,52568,5336,36.39579076868999,23.6,42.4,26.480151145675435,27.67635492871109,35.87512906698302,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3009497377054853,LL,-0.7243434230160677,-1,0.8293,0.9387,dhs_no_insurance_women_pct
Asene Manso Akroso,Eastern,District,5.85516295,-0.8089562448565,77498,27771,45027,4700,35.83447314769413,25.7,42.5,30.1904565279104,24.11288033239568,33.80861441585589,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3236580237625953,NS,-0.39434569532141,0,0.8713,0.9473,dhs_no_insurance_women_pct
Asuogyaman,Eastern,District,6.36279085,0.0952598707485648,101256,33178,62074,6004,32.76645334597456,21.8,43.1,21.40218851228569,18.66556055937426,32.48400094809196,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.257625389229694,NS,-0.2974926321259291,0,0.8626,0.9734,dhs_no_insurance_women_pct
Atiwa East,Eastern,District,6.3954833,-0.597296233359515,64647,23155,37784,3708,35.817594010549605,18.4,42.4,17.864711432858446,20.065896329296024,34.75025909941683,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2300636085262407,LL,-0.6700922614922504,-1,0.8305,0.9403,dhs_no_insurance_women_pct
Atiwa West,Eastern,District,6.20778059999999,-0.635808682575408,61219,21768,35639,3812,35.557588330420295,18.9,42.5,29.78813766967772,20.46096800013068,36.885607409464384,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2589161893431705,LL,-0.6201724545428888,-1,0.8109,0.9344,dhs_no_insurance_women_pct
Ayensuano,Eastern,District,5.94469995,-0.449937193103216,94594,34320,54066,6208,36.28137091147431,29.1,42.9,46.5092923441233,27.37911495443685,36.51182950292831,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.398651124825164,HL,-0.4991259417872328,-1,0.8414,0.9715,dhs_no_insurance_women_pct
Birim Central Municipal,Eastern,Municipal,5.97391735,-1.00480959493596,76302,24294,48697,3311,31.839270268145004,11.9,41.9,12.184477471101674,13.03635553458625,33.12626143482478,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.1236235242011572,NS,-0.6451448455811418,0,0.7679,0.937,dhs_no_insurance_women_pct
Birim North,Eastern,District,6.3681437,-1.02271793293055,82669,29443,49014,4212,35.615526981093275,18.3,42.6,17.158789872866492,21.30060845056793,34.949013535908264,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2332022918478949,NS,-0.7268928545997981,0,0.8433,0.9583,dhs_no_insurance_women_pct
Birim South,Eastern,District,5.9375343,-1.0087951,35654,12132,21228,2294,34.027037639535536,24.9,43.6,29.40483536209121,20.435294777584563,32.562966287092614,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3285689764419581,NS,-0.4326580809508674,0,0.8708,0.9735,dhs_no_insurance_women_pct
Denkyembuor,Eastern,District,6.05,-0.8,77029,25305,47788,3936,32.85126380973399,18.1,42.3,12.956159368549509,19.865245556868192,31.280426852224487,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2064441183946329,LL,-0.6673454056994771,-1,0.8428,0.9382,dhs_no_insurance_women_pct
Fanteakwa North,Eastern,District,6.49761694999999,-0.362546050326661,56987,20059,33609,3319,35.199255970659976,28.9,41.9,30.994788285047463,28.56440942671136,37.42783441837612,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3010137687098879,NS,-0.4090341034382242,0,0.8259,0.953,dhs_no_insurance_women_pct
Fanteakwa South,Eastern,District,6.37117379999999,-0.311872167608319,54634,18157,33323,3154,33.233883662188376,21.7,41.7,24.61470878939854,17.873485375407256,36.788446754768096,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.1978913768694338,LL,-0.6865235764176977,-1,0.7935,0.9329,dhs_no_insurance_women_pct
Kwaebibirem Municipal,Eastern,Municipal,6.23359759999999,-0.87590978580917,121698,42260,72401,7037,34.72530362043747,19.6,42.9,20.01594110010025,20.38242206116781,34.72859044520041,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2463433349297993,LL,-0.6954285282478184,-1,0.827,0.963,dhs_no_insurance_women_pct
Kwahu Afram Plains North,Eastern,District,6.8753584,0.0047456123339843,66555,25385,38670,2500,38.1413868229284,48.5,41.9,48.10457516339869,42.225227255653216,37.573435504469984,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.5043449598909538,NS,-0.0682966904214769,0,0.7922,0.9657,dhs_no_insurance_women_pct
Kwahu Afram Plains South,Eastern,District,6.8854777,-0.460380290065423,74002,28848,42647,2507,38.98273019648117,39.1,41.6,44.6947379800546,40.55025539850274,37.89221912921272,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.4505412051794812,NS,-0.111497324638186,0,0.7914,0.9657,dhs_no_insurance_women_pct
Kwahu East,Eastern,District,6.73342465,-0.81009459846416,80233,26957,47374,5902,33.598394675507585,29.4,42.0,31.29634938242369,23.8792018246856,34.0782471053058,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3021545094186224,NS,-0.3273549660372827,0,0.8677,0.9549,dhs_no_insurance_women_pct
Kwahu South Municipal,Eastern,Municipal,8.25846,0.508747,79851,27952,46352,5547,35.00519717974728,28.8,43.4,28.579479280159298,23.70289664500132,32.16866413695508,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3574262069286004,NS,-0.4193101023555611,0,0.954,0.9926,dhs_no_insurance_women_pct
Kwahu West Municipal,Eastern,Municipal,6.49118254999999,-0.728456087972531,145429,52176,85302,7951,35.87730095097952,15.1,41.9,16.517338357549043,16.509086908388284,35.076910382385904,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.1860147276290935,NS,-0.6209828591445891,0,0.7849,0.9444,dhs_no_insurance_women_pct
Lower Manya Krobo Municipal,Eastern,Municipal,6.2127831,-0.0404975690174626,121849,36940,77965,6944,30.31621104810052,19.8,43.4,20.4884734384361,19.843412748565846,29.853343072163085,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2561431438315071,NS,-0.611880721195561,0,0.8565,0.9715,dhs_no_insurance_women_pct
New Juaben North Municipal,Eastern,Municipal,6.1364245,-0.312846157003848,88716,25215,59043,4458,28.42215609360206,10.6,41.7,11.264033545245503,9.87307813697642,32.65701789981514,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.0700221050853423,LL,-1.1015772979395202,-1,0.7693,0.9382,dhs_no_insurance_women_pct
New Juaben South Municipal,Eastern,Municipal,6.0721368,-0.260652306105858,129741,35529,86909,7303,27.38455846648322,8.5,41.1,12.523412028580015,9.1104585289153,37.42301970849616,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.0,LL,-1.0430742066662633,-1,0.7334,0.9239,dhs_no_insurance_women_pct
Nsawam Adoagyiri Municipal,Eastern,Municipal,5.81791215,-0.36426765,155597,51578,97355,6664,33.14845401903636,13.0,43.4,29.26148961740908,15.543358805118352,35.66714011195589,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2308047731414449,NS,-0.2833098097208381,0,0.7434,0.9661,dhs_no_insurance_women_pct
Okere,Eastern,District,6.04034605,-0.127770489495342,51675,17068,30691,3916,33.02951136913401,24.0,42.4,35.074987905176584,21.53265602322206,34.97048863086599,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2870647333169164,LL,-0.9521603263793312,-1,0.8338,0.9289,dhs_no_insurance_women_pct
Suhum Municipal,Eastern,Municipal,6.035885,-0.4552751,126403,42610,76601,7192,33.70964296733464,17.6,42.0,28.54758194030205,18.91489917169688,38.83452133256331,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.1974081599681117,LL,-0.9428702641280442,-1,0.787,0.9228,dhs_no_insurance_women_pct
Upper Manya Krobo,Eastern,District,6.40201115,-0.134429386146108,70612,25423,41112,4077,36.00379538888574,32.7,40.5,38.15073925111879,35.31269472610888,40.953379029060216,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3033516143627262,NS,-0.3766801662685888,0,0.8221,0.9455,dhs_no_insurance_women_pct
Upper West Akim,Eastern,District,5.80678025,-0.540057196199224,95855,35169,55070,5616,36.68979187314172,29.7,43.7,49.22330603515727,28.33237702780241,35.07067967242189,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.4511287003757575,NS,-0.2446109916541176,0,0.8687,0.9751,dhs_no_insurance_women_pct
West Akim Municipal,Eastern,Municipal,5.9070609,-0.68318054757923,117681,40650,70363,6668,34.542534478802864,23.7,43.0,28.110740051495146,23.19405851411868,34.26466464425013,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.3036548092391877,NS,-0.3287320479321978,0,0.8621,0.9644,dhs_no_insurance_women_pct
Yilo Krobo Municipal,Eastern,Municipal,6.1564095,-0.167401779755807,122398,40930,74501,6967,33.44008889034134,21.5,42.1,29.417964345822647,21.138417294400234,36.831484174578016,90.5,96.4,96.4,85.4,93.1,89.9,84.3,81.5,70.3,2.1,11.0,0.85425,42.0,26.0,15.0,9.7,6.7,89.35,7.8,66.7,1,1,0.2376891257102589,LL,-0.9402167168209558,-1,0.8203,0.9228,dhs_no_insurance_women_pct
Ablekuma Central Municipal,Greater Accra,Municipal,5.5541808,-0.24078224491606,169145,47590,114214,7341,28.13562328179964,9.4,45.2,36.52723994206155,11.918767921014512,42.558751367170174,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1780710620067253,LL,-1.2909693364088082,-1,0.6653,0.422,facility_delivery_pct
Ablekuma North Municipal,Greater Accra,Municipal,5.58719365,-0.263259064824942,159208,44681,108422,6105,28.064544495251493,8.3,42.9,36.66147429777399,7.149138234259585,43.48085523340536,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.0873894444162858,LL,-1.1722038299197464,-1,0.6489,0.3922,facility_delivery_pct
Ablekuma West Municipal,Greater Accra,Municipal,5.5431939,-0.26615017413473,153490,45854,101503,6133,29.8742589093752,8.9,43.0,39.41429409082025,8.151019610398071,40.12769561534954,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1496681512043381,LL,-1.1812990813281732,-1,0.6535,0.4028,facility_delivery_pct
"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",Greater Accra,Metropolitan,5.55381875,-0.205849787615075,276997,71203,200821,4973,25.705332548727966,11.1,43.9,38.04156723719029,16.656859099557035,43.71996808629696,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1359878346725082,LL,-1.2909693364088082,-1,0.6633,0.4317,facility_delivery_pct
Ada East,Greater Accra,District,5.8761016,0.549568161630084,76411,27871,44390,4150,36.47511483948646,28.2,44.2,42.9074347934198,29.29421156639751,30.964128201436964,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.4706449043796703,NS,0.646689476310455,0,0.6664,0.4629,facility_delivery_pct
Ada West,Greater Accra,District,5.9040093,0.420370257026968,76087,31005,41776,3306,40.74940528605413,40.1,44.7,59.261108993652,33.12786678407612,29.685754465283164,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.6498494268158103,NS,0.3985823486358632,0,0.681,0.4629,facility_delivery_pct
Adentan Municipal,Greater Accra,Municipal,5.7042433,-0.1690967,265971,75516,181597,8858,28.39256911467792,8.3,41.8,37.4608509950333,7.127092803350742,40.76497061709736,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.0844271801607208,LL,-1.2741869802338528,-1,0.647,0.2253,facility_delivery_pct
Ashaiman Municipal,Greater Accra,Municipal,5.6993574,-0.0348533202566188,208060,62611,138935,6514,30.092761703354803,7.5,43.3,35.07209458809959,11.317889070460444,43.440834374699605,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1237623442921884,NS,-1.0400965650225602,0,0.65,0.4028,facility_delivery_pct
Ayawaso Central Municipal,Greater Accra,Municipal,5.59137939999999,-0.212668442666915,94831,24848,65692,4291,26.202402168067408,12.2,42.8,43.81267728907214,9.117271778215985,41.292404382533135,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1295067285886813,LL,-1.1817750681464123,-1,0.6514,0.3612,facility_delivery_pct
Ayawaso East Municipal,Greater Accra,Municipal,5.5828425,-0.194266228463183,53004,14666,35456,2882,27.669609840766736,15.4,44.0,38.87442457173044,19.02686589691344,34.921892687344354,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.2537363710550651,LL,-1.283341907661248,-1,0.6498,0.4382,facility_delivery_pct
Ayawaso North Municipal,Greater Accra,Municipal,5.5908829,-0.199044848506062,63386,17311,43057,3018,27.310447101883696,13.9,43.8,33.99173319029439,14.264979648502823,36.20200044173792,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1962536358631162,LL,-1.250904082331204,-1,0.6555,0.4285,facility_delivery_pct
Ayawaso West Municipal,Greater Accra,Municipal,5.62669775,-0.179111178909241,75303,14294,58084,2925,18.981979469609445,9.3,41.6,35.09820325883431,5.412798958872821,36.77144336879009,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.0077303736809233,LL,-1.2699713756258617,-1,0.6435,0.2299,facility_delivery_pct
Ga Central Municipal,Greater Accra,Municipal,5.3203951,-2.0334832,332232,100844,220323,11065,30.35348792410123,8.3,42.6,43.67610585374076,6.997519805437165,40.85939945580197,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1467722447735134,LL,-0.9012489460382372,-1,0.6462,0.1769,facility_delivery_pct
Ga East Municipal,Greater Accra,Municipal,5.669162,-0.333376,283379,80141,193662,9576,28.280500672244592,10.1,41.8,37.32492527674951,6.671277688184375,39.05864584178785,98.8,97.7,97.2,94.0,97.7,95.0,88.8,94.7,85.6,1.2,3.700000000000003,0.94075,20.0,16.0,10.0,8.85,13.4,91.8,4.4,79.2,0,0,0.1012981763891381,LL,-1.3882190071411178,-1,0.6506,0.2253,facility_delivery_pct
